Probe	GSM4037539	GSM4037545	GSM4037540	GSM4037546	GSM4037541	GSM4037547	GSM4037542	GSM4037548	GSM4037543	GSM4037549	GSM4037544	GSM4037550
ENSMUSG00000097893	-0.284758005400564	-0.118268825594295	-0.0624770179488688	-0.269300509358481	0.107774757800403	-0.135985796469883	-0.15236200002483	-0.359519325926382	-0.647361781597227	-0.401959757271167	-0.141960388691972	-0.0363351885812445
ENSMUSG00000025915	3.78643728779837	3.97168530174688	3.80530351893435	3.68693464422228	4.15228095250857	3.98530727373086	3.69152935110901	3.74410306500588	3.76070271460509	3.87171666622158	3.9972832757637	3.79316660841311
ENSMUSG00000098234	1.87624218561871	2.45629019842975	2.36502300929513	2.6026268159781	2.75641106789901	2.61354762756386	2.36483599625379	2.30167407469713	2.06131646647465	2.08672163380511	2.52675153400991	2.19920631830905
ENSMUSG00000099032	-0.179718540727924	1.01209452440714	1.45112110438668	1.09722815038649	2.11819149280303	0.681549468906178	0.274852309098039	0.298512678391726	-0.788724573953654	-0.420359386236943	0.53642524232604	0.430774392039353
ENSMUSG00000025917	5.42128035286641	5.44712938339221	5.61092786643789	5.62186879559599	5.63285652061317	5.797118513864	5.72381737978696	5.59506109971106	5.49112568514729	5.43911246169672	5.43641976712344	5.5001602861113
ENSMUSG00000056763	4.73889001546457	4.60800576721505	4.36867549969861	4.48370678139996	4.42140783975152	4.67946079211168	4.73241875263742	4.68317548358903	4.58922016707075	4.55427985600239	4.40401416096958	4.67526724133563
ENSMUSG00000067851	7.05410976857557	6.8591552524865	7.0440669487476	7.08075588203597	7.03020090156021	7.09575770205297	7.18030704245387	7.22881964201335	7.21290682556824	7.16208954960677	7.02021711720001	7.01417429616816
ENSMUSG00000048960	3.85552043825462	3.62142663371043	3.78437143367281	3.95622572099137	4.09367703427921	3.81215646040723	3.75291102615301	4.26164750528351	4.06818075699693	3.92690748551077	4.12015106162068	3.83099994323863
ENSMUSG00000016918	0.513268303701647	0.258751483715414	0.039531141918451	-0.0268027170426359	0.434291673415334	0.33518702942295	-0.0749535909983788	0.175268977861622	0.0803600157641528	0.383815683841111	0.32305646173685	0.365804731302061
ENSMUSG00000005886	6.11223618586486	6.12584733969665	6.22817801052766	6.20817828187786	6.32626062828307	6.4272518328632	6.45866214852654	6.19979132055078	5.91428744012846	6.13571884932432	6.16786962079973	6.15623688437602
ENSMUSG00000103085	-1.21991584665345	-3.22575494449574	-2.21240341313276	-2.33507309068499	-2.21513056624714	-2.90885061952074	-3.14262063420038	-1.15404991951528	-3.0248148827923	-2.1995167487697	-3.35951025651419	-3.57640322208054
ENSMUSG00000025935	6.97564759594373	7.1307346131086	7.32964826286879	7.11700961471815	7.1860819821463	6.91053927635728	7.22210505908718	7.18629307523348	7.39724374717984	7.65541142817089	7.3491576973426	7.33019815552292
ENSMUSG00000025937	8.27688936276969	8.34709621715335	8.39871903859154	8.55297347737764	8.40846411058366	8.38297349346177	8.36854193075509	8.39517844840186	8.24604018095903	8.22200010287775	8.7093964287165	8.45687620015169
ENSMUSG00000102982	1.6508446059551	1.18279740173213	1.98272072528851	2.27313558295169	1.95205491589235	2.05096953145744	2.45828960465085	2.43398758681736	2.18112834912437	2.22739835896938	2.09497954772563	2.03378469233104
ENSMUSG00000067813	3.94674564505894	4.49177986879171	4.14691708970166	4.29434576084722	4.36359185185779	4.63904655737063	4.8578018800517	4.6832182314918	4.56082584090838	4.26081590360804	4.71999283874385	4.29177512929243
ENSMUSG00000025925	2.96468886882334	3.1968286577734	3.06762322840291	3.09034890151713	3.25182309683145	3.33896674137055	3.15614482503947	3.07579956845004	2.56387466676081	2.47445018096851	2.88314629910153	3.04606532624093
ENSMUSG00000043716	7.742581406103	7.64143740987987	7.71531470224752	7.69531249560788	7.72337441111682	7.70586133938805	7.59319597605452	7.72877076764805	7.71573203513897	7.81618264270645	7.73558642462834	7.72100960862463
ENSMUSG00000025921	4.82706656218096	4.81510061021431	4.69872314973993	4.78707268711526	4.70799806806509	4.76514321263924	4.66717100547198	4.52135511938071	4.85991037037588	4.90272772204933	4.80986257205816	4.77751287764815
ENSMUSG00000025920	2.36643734374613	2.30025359622506	2.16549308535137	2.34928352667012	2.67310645603446	2.54400011556326	2.51976241270716	2.38527488772059	1.8129358760433	1.91827968645721	2.19253300191423	2.2812964696595
ENSMUSG00000025939	4.26448056831513	4.37752276817324	4.04181782370868	3.98093426629946	4.11882658565083	4.24918346871705	4.22327826844335	4.15838691689309	4.27775340858811	4.30505638241218	4.00849719968249	4.1064935286082
ENSMUSG00000079658	4.62385679163318	4.80064874774769	4.7078830375841	4.67637664912377	4.76553683546246	4.7105623064636	4.6960275917764	4.73266729938445	4.77746485839203	4.83722957222777	4.74858826826509	4.70100888346977
ENSMUSG00000025940	4.97532419362795	5.08060534280762	5.00255256916508	5.10011250751356	5.11223282826551	4.94029539204546	5.06791848683944	5.13050527978534	5.3064937193495	5.21763438683247	5.18638220191882	5.21858931523838
ENSMUSG00000025779	0.66563176114445	1.00072248606535	0.143940464513521	0.290655426146346	0.313289588665695	-0.147610322598261	-0.317677916947668	-0.256492037774411	0.227146606867297	-0.238187417582471	-0.194204596453711	0.434739052792418
ENSMUSG00000042686	0.0380481482002571	1.10309397737132	-0.149512530389076	0.546863733275466	1.52081934858251	2.11740829201898	2.47735850858411	1.36165721917495	2.00240213103376	1.46330986021143	1.07435677282042	0.849260946520894
ENSMUSG00000043760	3.66808882919409	3.39035034794905	3.76597003808251	3.8217554635426	3.61654636965162	3.53752830571972	3.64951322066715	3.62422881558083	3.47114007975223	3.54664730554307	3.75849050786718	3.7674140535328
ENSMUSG00000041859	1.93308791726113	2.72242230089867	2.63866905678232	2.64998063893886	2.90875919347034	2.32770200134851	2.79138784127161	2.59086715908651	2.90282451530298	2.78701823779068	2.9911984895227	2.90669749997798
ENSMUSG00000025931	0.220819289320698	0.0163768703900419	-0.40446879567013	-0.769529465241782	-0.152457548080157	0.113627466608045	-1.17669827037263	-0.163339184289095	0.339835384474099	0.499236689063687	0.224430075183156	-0.328802163155581
ENSMUSG00000041779	4.48086236169543	3.86862201959083	3.62648573508945	3.70977539157635	4.28813536478156	4.33587399297891	4.14304534805939	4.27506371127628	3.87698687951475	3.74322816245224	3.5000886291551	3.9321539895098
ENSMUSG00000025933	1.95515935359075	1.92270042129594	1.38538313190675	2.13337022870157	1.38298711044341	1.33524665240592	1.68376131115587	1.67978934759262	1.86370244112855	1.79437807005426	2.01038050799512	1.63917997697377
ENSMUSG00000025934	10.2204674086665	10.226579210697	9.80240614545106	10.1609099910358	9.81325895922342	9.87158380304953	10.3866824824149	10.1265553395786	10.508604086573	10.5146491328699	10.5199593232932	10.4842949407027
ENSMUSG00000099343	1.24204452261546	0.200239359298016	-1.09051230871885	0.351425853037443	1.34962752534446	1.83069125145426	2.58926224820844	2.63611091005133	1.99662748723462	1.97274191814794	0.897369649623666	0.312834866485463
ENSMUSG00000025936	3.77507135428536	5.00045178033641	4.12789178001014	4.39036788626243	4.06936476941542	3.82927238175279	4.15755115657054	3.2610955398895	4.68536117630981	4.46443170717315	4.84119673411009	4.98931807456829
ENSMUSG00000097970	-0.191689661352328	-0.186066957400986	0.159838567580489	-0.165312907553164	-0.298353703532796	-0.222230532156833	0.136550074930558	0.646319735390661	0.022484142251018	-0.489909022536049	-0.715071104639444	0.19500268263775
ENSMUSG00000026158	4.53197683685519	4.41495969484201	4.04104042926212	4.32384151384151	4.48697545191407	4.35083874315461	4.35958428379996	4.46751443991612	4.50074465928237	4.58349142234984	4.27739543176681	4.27260039866284
ENSMUSG00000026155	3.61155558017219	3.4984423331623	3.61083498008587	3.58021917931096	3.45989839317051	3.66414487883096	3.67845790437468	3.5013072863052	3.62400869024564	3.65854241231004	3.60980959176205	3.76452430190559
ENSMUSG00000026154	2.79052328527149	2.96555316729451	2.63227668867111	2.828962829008	3.10938013762688	2.92942136560301	2.82004456385806	2.67063229500768	2.76224366378064	2.764146403946	2.64899822120861	2.82904647902613
ENSMUSG00000026153	5.63741379467252	5.67929776881002	5.48440540652592	5.6274321620546	5.46234406579418	5.56032703045057	5.76564224909364	5.48710925737085	5.74822643335836	5.62822778070237	5.50383147523855	5.678071847502
ENSMUSG00000100131	1.50534439049625	1.80966771921025	1.18976515972345	1.28558300328494	1.16239020171878	1.37236539631396	1.23735905569934	1.46063307097406	1.54936010758815	1.52486527058496	1.53378735871441	1.06884747149623
ENSMUSG00000067736	-0.223068958463148	-0.503785167178754	-0.463284419401952	-0.697873852850372	-0.198888510284401	-1.11648524079452	-1.12773733910512	-0.388982072869338	-0.83040601060483	0.239049364062987	-0.112708130883315	-0.621297612541551
ENSMUSG00000101939	-0.804767765830257	-0.176737520662881	-1.04504412057846	-0.665923247059723	0.771860898937148	-0.44245688117772	-0.874396608597225	-0.70006081108831	-0.35947368095828	-0.220383629359032	-0.763731762549371	-1.48609833800963
ENSMUSG00000101111	2.09245302262597	2.18086109398509	2.08069612936035	2.02288550984503	2.30056670105969	2.03553431552612	1.75425041674077	2.28894784695364	1.9013202672695	2.09924151208965	2.18795347506604	1.64558201091232
ENSMUSG00000100862	2.46530371870305	2.70459744077485	2.51972864378741	2.37504219765824	2.58116897547769	2.11763158218475	2.27218117780889	2.54531780336965	2.71138878562107	2.91463091446588	2.54781964886579	2.32181429068279
ENSMUSG00000102070	2.02518757737014	1.80692383063779	2.02998281881139	2.0912881900304	1.96389606616314	1.8498582662422	1.63667471005089	1.9431052706722	1.95329613288718	2.31273247962675	1.95669376834688	1.6366150455324
ENSMUSG00000101249	2.9248161944176	3.14072461673482	2.69341357235986	2.9049264535349	2.66631990760122	2.52395016893397	2.5041073701428	2.69959566020763	2.74825994538255	2.92872820018862	2.78050693962623	2.1696750138359
ENSMUSG00000073725	6.31391648871308	6.17417401260004	6.22805457838816	6.28347627269959	6.3393414676863	6.49053569756773	6.44388047374633	6.35732258853461	6.2381320443388	6.11677273115741	6.11195314017112	6.28687985944951
ENSMUSG00000101514	2.95625833848027	3.15361507325362	3.32549571402988	3.50732483177352	3.78454512356034	3.28846361774464	3.46817350216915	3.1566122195339	2.29557980463472	2.3963699689868	2.61191570013507	3.00766924167263
ENSMUSG00000048874	6.07530729585896	6.08957878796637	5.99362841348991	6.0336539613928	6.0414329972165	6.2959972721112	6.30121223641204	6.09147464982926	6.15630221391915	6.1449614684319	5.9289937714547	5.98742011317143
ENSMUSG00000026064	-0.0586445609884552	-0.902522958997527	-1.73281269707916	-1.19514431604409	-0.377450186137257	1.00653134259518	1.55845537496186	0.675686528895951	0.783963134482757	-0.221278281591302	-0.0109179591044383	0.0442048876335383
ENSMUSG00000026134	1.42039926939348	1.3000851052429	1.37347709048943	1.4671074327952	1.5560307081889	1.25128614315463	1.41119596988397	1.18437666445304	1.2729062949556	1.11004252873796	1.44564585170611	1.75238229711368
ENSMUSG00000004768	2.77327608424033	2.64932865849301	3.31666461063037	3.38564416802324	3.44670525278851	2.97583530592006	3.54101998246552	3.52994482883847	3.09866433127966	2.88479209300029	2.7726849689162	3.26713257991019
ENSMUSG00000042215	0.39807393100565	0.564196634267206	1.08804977715206	1.33727290994144	0.936423492501477	1.33211204345308	0.85641302625404	0.759540142234866	1.28734255244578	1.33851210068258	0.948283274632175	1.14618298567285
ENSMUSG00000042197	4.39980674666997	4.21373139073255	4.03334279919425	4.10648731802617	3.97455331840489	4.22803824936282	4.34413552328223	4.11471178586007	4.22787411990883	4.23458846891725	3.91490974188587	4.14219946705895
ENSMUSG00000026131	6.85832040669768	6.84606429379978	6.69540065127657	6.93214137520183	7.0397934122376	7.12874388204691	7.67550492297661	7.56155719779342	7.69315197121155	7.69528798760309	7.21256629298456	7.1195163376804
ENSMUSG00000042111	3.2311843583601	3.14705674363498	3.3425887451977	3.22745504568157	3.06073025609541	3.11120720747968	2.95178811277035	2.91541605373785	2.98756480904655	3.04904214801493	2.92140295081543	3.07475848551284
ENSMUSG00000026127	4.59673241397039	4.45928647662525	4.71871033338266	4.85307636424425	4.66515788810787	4.43352092619468	4.78726881876522	4.65603612928197	4.88504796888194	5.0303919881123	4.71692662448796	4.87252641361662
ENSMUSG00000026126	-0.269026056505674	0.317917616043682	-0.555860064055462	-0.498674843305466	0.056539875615324	-0.207057870207758	-0.888760698758134	-0.462042920718411	-0.677694174502364	-1.35610164672029	-0.443015361053028	-0.551182333003615
ENSMUSG00000037503	6.49616857031241	6.33704448153738	6.31430812174343	6.35051348203971	6.20483792461708	6.32591445084294	6.15771146647742	6.15815619144431	6.11648253191184	6.15628025188773	6.25641331729256	6.24836724748655
ENSMUSG00000104358	0.202032769014384	-0.700775525378614	-1.27929238426233	-0.526067573122625	-0.797554080515901	-1.02758589628934	-0.712625826697243	-0.924016858416053	-1.56743676902482	-0.470459219312984	-1.69248929312214	-1.54224438494584
ENSMUSG00000026123	4.63874351779477	4.74385437609332	4.91845917826241	4.72581719706773	4.72372766632414	4.47836912224258	4.59015325897269	4.54827498658388	4.64548622723703	4.7118753484601	4.56542008703358	4.62877114740731
ENSMUSG00000045216	6.66399913539123	6.75473702459353	6.5432106858725	6.56945754039304	6.81835168399422	6.99703409723511	7.131168835435	7.03881179699854	6.87726599584029	6.82695308286164	6.72385998728409	6.62920526583888
ENSMUSG00000102202	0.485755776900442	0.262319840321631	0.829218854013467	0.766897929636038	-0.304136586964859	0.568389010806939	0.691741319961308	0.24570613404618	0.0406919528807295	0.545023189404075	1.2342891686387	0.868355258688282
ENSMUSG00000037470	6.82302536576708	6.99675297882069	7.33372612435977	7.11057180909889	7.0474423774028	6.68979795871816	7.12596474506876	7.1648094832207	7.56695536709578	7.81266221950857	7.31383643421205	7.28323919461997
ENSMUSG00000047180	3.68139895599463	3.79304504645096	3.76486439357527	3.55552373642756	3.92335268161933	3.43214124770788	2.60337087276524	3.10949098631504	3.25841348975894	3.40923966179812	3.68943268614048	3.33466770061417
ENSMUSG00000037447	1.18236732891238	1.25600453648463	0.234830955736412	0.500825040859175	0.495147461417625	1.49856607150284	0.214805400228703	0.569242379199823	0.927535394409233	0.88039557626286	1.99310719522406	0.663724280571223
ENSMUSG00000010453	5.97909880877838	5.73249612267705	5.73219466245171	5.72447268685564	6.04247749847795	6.19182942765275	6.27531182816859	6.16550518585333	5.66700506470693	5.80956361052648	5.37545349774672	5.6372078260527
ENSMUSG00000037432	2.22653437610985	2.03830725856895	2.20554015539639	2.06347167474204	2.34967120975077	2.13899012125087	1.54029508077186	1.68649162413442	2.93675176253055	2.87727178138844	1.91269210614073	2.41663688353909
ENSMUSG00000001143	4.20577587114249	4.19156605239288	4.18530741591532	4.33493991262922	4.20363791192334	3.98467795494465	3.87534984625642	3.99804452513935	4.90775098680529	4.89951010455374	4.37841333737688	4.46754703502035
ENSMUSG00000037408	2.14318249879256	2.12518313568277	2.37797400864633	2.06442967333338	1.9681274965928	1.86073888385971	2.38181494134618	2.37322713905302	2.24908801712434	2.54478499376352	2.3793605892431	2.51889277256564
ENSMUSG00000001138	4.53673831236213	4.31120459271697	4.62809064353784	4.55667009113369	4.33124542046242	4.19595489152997	4.1032578095908	3.98725617754422	4.02493584820951	4.03462232566337	3.85560551210275	4.37292892887585
ENSMUSG00000079610	2.271575993304	1.74109335802549	1.87992245047526	1.92664282010134	1.77859277782783	1.37330916120662	1.75503915465064	1.36381043982504	1.72625165597483	1.95538037479482	1.7384275041993	2.01173443709801
ENSMUSG00000026121	2.53351687753242	2.49358770994321	2.61387174971247	2.72631406961241	2.43775073031677	2.47216430338583	2.14184446596697	2.07588110779511	2.02953661933401	2.17850570689852	2.68197315851263	2.45853966899397
ENSMUSG00000087589	-1.40143669492543	-0.976866660464417	-0.768765436801388	-0.652192353007817	-1.06993998090539	-1.20599900554042	-1.1765014768404	-1.08078815865762	-1.18725620594758	-1.88451783301666	-0.720444524179553	-0.957018482839937
ENSMUSG00000061518	6.50681600891173	6.61679158839833	6.56587329911001	6.57250628253696	6.6052362513569	6.50583509924154	6.4498754830695	6.52770453849892	6.55122967789564	6.63699679574017	6.62698132499046	6.52773579100687
ENSMUSG00000037351	6.14367247312497	6.03975723271793	6.15819948631942	6.03189712947419	6.086924304195	6.14242193291667	6.1751215281936	6.22551173575483	6.19449700102324	6.18913402760792	6.05881144696416	6.15316572833018
ENSMUSG00000026117	2.3215597004543	2.42450718352939	2.23785109305073	2.45097170227833	2.42753401681399	2.58788868505515	2.34655144155235	2.39604729393911	1.86577629090713	2.09230471707129	2.24063804952254	2.04345858683506
ENSMUSG00000026116	5.84272538787477	5.62323915801164	5.64571943802561	5.67914007547672	5.68811908349185	5.81547904798608	5.84895511039477	5.7966808794532	5.59930733109426	5.74964268371417	5.59486335012048	5.56178837754867
ENSMUSG00000026113	4.50085066031346	4.43850569398276	4.12897681546337	4.16628963849563	4.76348985580261	4.7753412088066	4.32828086175874	4.55384511879921	4.35394536521561	4.25366950180691	4.23721034642405	4.41245447841772
ENSMUSG00000026112	6.86402426268983	6.71620363614814	6.63614690498313	6.67577095984114	6.62432318001752	6.76777332571158	6.77998759274873	6.83199474644717	6.89017164394811	6.91484101069181	6.80183153422715	6.65651128167069
ENSMUSG00000026111	4.51501949885587	4.4234184879577	4.41442220742971	4.40602639087114	4.48017705863208	4.49554413751809	4.59931347285592	4.50432829564153	4.06587376791836	4.02400347506163	4.06873340158491	4.30028758297321
ENSMUSG00000026110	1.41396115458036	1.69687035228053	1.6292394255916	1.31567319602402	1.46854535967518	1.29770209832827	0.545215626091768	1.09999715782288	1.16834537158351	0.964272000999066	1.62979717818811	1.22480272180689
ENSMUSG00000060771	1.68716759440388	1.51420469672844	1.44275668044793	1.15015929953801	0.738216756311677	0.795394044895817	1.07513656023411	0.96585609261376	1.4795532937408	1.95952332102075	1.48956785734062	1.50742498507291
ENSMUSG00000037216	2.00139442778304	1.98897677694759	2.33966681230127	2.49752802281962	2.1002947733599	2.15289606233872	2.19809915235407	1.96070935964405	2.39396661278576	2.28437802431344	2.06468924746267	2.30110234729604
ENSMUSG00000026088	2.8380141195996	3.23817345735348	2.95270913577343	2.61489800358104	2.68917590467624	2.92978970372784	3.33764239073255	2.9515922870053	2.8715517785683	3.04015750405982	2.89518130543325	3.09281181140889
ENSMUSG00000026087	4.89158048689442	4.84473387651309	4.93402115060289	4.9571185146841	4.99462070844937	4.9723728859284	4.90213156596074	4.9980314128231	5.03050296513627	5.11367776121009	4.9799252711386	4.96480193083325
ENSMUSG00000058407	5.0302304426313	4.98541877507818	5.05899595855093	5.25173986881002	5.02708573099767	4.91444295951198	5.00737017511498	4.98480731651533	5.07790322589249	5.0215575668954	5.10461231713164	5.17087694528981
ENSMUSG00000026083	6.28823015587303	6.2735810464816	6.29674470098897	6.38972729146918	6.16264282948675	6.23837629696894	6.29044267176574	6.24344113307686	6.36026153153392	6.17207279787908	6.27426578528743	6.38040632022647
ENSMUSG00000026082	3.45175298515811	3.00735944714271	2.82956523144632	3.26254981661975	3.71353327846784	3.92747350302187	4.19706730478531	3.9141257838629	3.61076236108485	3.63580715819187	3.11647743023981	3.2466311809326
ENSMUSG00000037138	-0.39930955472863	-0.824605104293417	-0.532841808351294	-0.239070065225352	-0.237340454465254	-0.16723908678964	-1.44272714254449	-1.27237902942861	-0.497161523983995	-0.897787816447467	-0.142162944645208	-0.253298462113146
ENSMUSG00000026078	3.6014386889218	3.90649421841199	3.67340798548348	3.79477928460212	3.4794942153579	3.59591454678376	3.45631133359503	3.27748493254202	3.49402472869172	3.54031500969831	4.06089497190338	3.81559506911667
ENSMUSG00000103046	-0.722580383141848	-0.359539315761881	-0.168641556650932	-0.543484431919033	-0.146043157152356	-0.915824564630602	-1.15511919118562	-1.17811027811507	-0.505183820609051	0.02568372020735	-0.268197211380951	0.0284457858582812
ENSMUSG00000026077	3.90340274158996	3.77324754881979	3.52855399826885	3.3965652282375	-1.4476828058562	-1.76717610781884	-1.96315744999592	-2.45817470887181	-2.7843932750022	-3.09046869136922	2.62613087827943	3.67554586451221
ENSMUSG00000073702	6.43096741035587	6.56198560857272	6.53279851418503	6.43815066928198	6.62779574021179	6.46885513197035	6.07723252184687	6.36340093033589	6.38109577049648	6.58106091915207	6.51669052157796	6.3326578790238
ENSMUSG00000003134	3.8486223824549	3.95091480736365	3.65697456090835	3.75620867922518	3.72964346578905	4.25117931096695	4.7774428381432	4.27422628497117	4.19089084042701	4.22338647899073	3.59704350716409	3.88055368402599
ENSMUSG00000003135	4.41678423057745	4.40640817545275	4.36188708635187	4.43653805980087	4.47162821833527	4.198141853798	4.47521607907766	4.33522461909501	4.27450224511263	4.37856398057273	4.26141325182002	4.50191594180117
ENSMUSG00000085894	1.20786944284225	1.23073348524072	0.735042945769704	0.617080296093133	0.118422121012796	0.818712593584958	0.99990693209093	1.17333299047254	0.84353898013127	0.904975557909433	0.646882653796753	0.57349934028612
ENSMUSG00000048234	6.09949631259967	6.09589748973592	6.02857207630515	6.24960586023448	6.08439334331484	6.20463039171317	6.17296295903057	6.16475383630019	6.19778845066028	5.91674995949297	6.20347750005622	6.07290317947916
ENSMUSG00000102471	-1.09182529061953	-0.703129668756437	-0.137206208321759	-0.559864186356461	-1.66808646153353	-1.82962384000397	-1.23468740652658	-1.64926029564656	-0.747117889530663	-0.975394122006633	-0.625044825658554	0.242025115372442
ENSMUSG00000026074	4.25717134288408	4.1317694185346	4.00881819952303	4.00566294640755	3.91883814631358	3.5339534988736	3.29806203110652	3.67270856408388	3.37481281546184	3.65869925403641	3.8674641121746	4.09555367298383
ENSMUSG00000026072	6.17562510092303	6.65948663289825	5.66143186222541	5.72631445175899	5.61922126325708	6.26237951609562	5.70416368377956	6.46519809826676	6.19506726747128	6.44945663813643	7.43386328865997	5.97721005266778
ENSMUSG00000103560	1.12234631681973	0.443546428849187	0.567333189758933	1.44350076840861	0.618114574130663	0.413563587912041	-0.376693893669797	0.449535235565161	1.98064960080315	2.46363655834416	2.49335103542515	1.35870272636967
ENSMUSG00000026070	-0.811623524918972	-0.202009398929735	0.0589731451511074	-0.926467405853996	-0.355447789144944	-1.11564348847153	-2.0955872373328	-1.26349618814841	-2.45510250670946	-1.70980720861714	-0.788056736268743	-0.911297719771657
ENSMUSG00000026068	0.00983675904179483	-0.631144954123838	0.513933045191062	-0.0414607624152816	-0.224999187449106	-0.81830196998691	-0.923223653973671	-0.448169414675413	-1.88972009459911	-1.4109628094953	-0.300023369511078	-0.420089531041569
ENSMUSG00000041945	0.181549509367662	0.387036542226385	0.153667814540021	0.610860291896102	0.103987037079767	0.376127614028305	0.485102637509138	-0.101046003086401	0.451628940991616	0.328162286037783	0.100017950923387	0.651819836117061
ENSMUSG00000060679	4.16244872231567	3.9972520882496	4.03987837507898	4.09795383582206	4.29649317147459	4.31637811382842	4.34238062093224	4.38321789404832	3.7077209369211	3.60661269745758	3.82665866836681	4.00567674477035
ENSMUSG00000070939	5.88035917516831	5.71726601149156	5.81523517580425	5.84073318925642	5.81149326532502	5.90494985771777	5.94738580131293	6.09587314159122	6.07002073160431	5.92373272532156	5.88112844876781	5.88719152243557
ENSMUSG00000010290	3.89747377162569	3.72306493150505	3.51092041710293	3.55815330065675	3.44843307168117	3.53560781015029	3.51210175247744	3.6533542023774	3.72174011526183	3.82191754654748	3.7169434139511	3.62100863100255
ENSMUSG00000066877	2.09460045718713	1.99334415140572	1.70622373148831	1.67323655364012	2.10693945918562	1.74293832229862	1.31684554081555	1.16997114258412	0.970249060941112	1.63896720002575	1.5878709378356	1.55411981731512
ENSMUSG00000057363	3.44319327050985	3.88082161136557	3.52542061280992	3.57896916881625	3.21226798957913	3.2598202925221	3.60519315825155	3.51281996615316	3.82687018375727	4.08612595392674	4.1768182997911	3.54155266264059
ENSMUSG00000041763	5.97856503762723	5.91171875219025	6.07069081387098	5.99863971822759	5.87916945135771	6.01386096830705	6.21415305698641	5.93711983334398	6.06519220107667	6.10148313841508	5.94826374400334	6.0481534276862
ENSMUSG00000091844	0.222236879297091	-1.05868839233346	-2.04016338212261	-1.76035725396037	-1.44041202377057	-0.769223161159031	-1.52201018496589	-0.8415969927962	-0.529699046585518	-1.20870343223526	-1.14522532265298	-1.14493524115897
