Probe	BH.Q	ADJ.P	PER	LAG	AMP	GSM4037539	GSM4037545	GSM4037540	GSM4037546	GSM4037541	GSM4037547	GSM4037542	GSM4037548	GSM4037543	GSM4037549	GSM4037544	GSM4037550
ENSMUSG00000031016	0.0113660413660414	4.1686708353375e-05	24	14	1.65371424698895	1.78278704997102	1.6428922007876	1.57078768242169	1.82841150658235	3.75503382724298	4.55640855504512	5.15753629214317	4.82792703457804	4.59387228745575	4.66382277011661	3.39801086107029	2.9003033594166
ENSMUSG00000032715	0.0113660413660414	4.1686708353375e-05	24	8	1.52050278447771	1.24156556165329	1.04404027314326	3.42244029840028	2.58194020943103	3.93301460032181	3.79441935667567	2.43713597839334	2.63439904501198	0.814066209388353	0.554698867700389	-0.0120221722627684	0.714319671223842
ENSMUSG00000060317	0.0113660413660414	4.1686708353375e-05	24	22	1.39662219662033	4.12235045340013	5.05451206094496	3.12070413891007	4.02544526958504	2.28502413031401	2.4289060684686	3.07939000897319	2.63796297765913	4.79990061546903	4.14751678156344	5.67151593129072	5.30523988996457
ENSMUSG00000028150	0.0113660413660414	4.1686708353375e-05	24	18	1.37904417546528	5.84775899280986	6.17206178820677	4.56090863885539	5.19041377574738	5.26243696319318	5.58225186874548	6.63301860140767	6.23105192678841	7.39381625156559	7.32049087023338	7.82568245676291	7.27016775980659
ENSMUSG00000020623	0.0113660413660414	4.1686708353375e-05	24	12	0.94910815438074	1.56196642464173	1.52994746869851	2.22088127221472	2.50462001119756	3.37313926469805	2.77303994627609	4.21384299449067	3.93988648489651	2.90311142966684	3.1784408568843	1.82986429754449	2.03089764061391
ENSMUSG00000020190	0.0113660413660414	4.1686708353375e-05	24	12	0.763248284505262	5.07283157717981	5.47133139270404	5.94745499315035	5.71651012527989	6.60160952807879	6.83370641277849	7.25787453464481	7.36410447970109	6.64571548028934	6.53643089086205	5.84564121562574	5.68797968332717
ENSMUSG00000015568	0.0113660413660414	4.1686708353375e-05	24	4	0.698846017371345	5.72830618180862	5.6311227342979	5.88859732068978	5.85204156779684	5.62674530863865	5.37262019966208	4.64707073569377	5.03374405815311	4.67902087581875	4.51043541911536	4.73998866603164	5.08077812178706
ENSMUSG00000091329	0.0113660413660414	4.1686708353375e-05	24	12	0.667132492326402	-1.33058191060064	-1.53836623437717	-0.647771932214517	-0.251840597810871	0.295695886333245	-0.140212455240574	0.448045774759927	0.353854349047451	0.0712495040596896	-0.211400871796985	-0.903047560408506	-0.56534227146114
ENSMUSG00000027690	0.0113660413660414	4.1686708353375e-05	24	12	0.63332590659038	7.37377961467837	7.0165749806053	7.58750110380413	7.55753573007004	8.32640342690718	8.52871357908237	8.6754332596062	8.82249552931317	8.06186832320948	8.14546064373528	7.75075819019975	7.43074534040483
ENSMUSG00000025813	0.0113660413660414	4.1686708353375e-05	24	16	0.633022405478214	4.39032755332501	4.66441865665011	4.27506545978552	4.23547316027217	5.02670147347328	5.0897042356329	5.39810993764024	5.55964752776344	5.92006600789611	5.82762555252892	5.2160525471575	4.76997793850587
ENSMUSG00000064254	0.0113660413660414	4.1686708353375e-05	24	2	0.629939761835153	5.58333152031576	5.84938576837233	5.40312315841414	5.7956212583279	4.98977443475691	4.98345356530095	4.07661377575994	4.1887360434763	4.84703452935931	4.55915531870321	5.58145123297487	5.28413896386837
ENSMUSG00000037003	0.0113660413660414	4.1686708353375e-05	24	10	0.5854571669909	5.43063346195277	5.26834798240884	6.0963094481559	5.72829120940371	6.7270380481018	6.80845209843175	5.98740415650562	6.38321031607055	5.64018256935259	5.72981647044664	5.26262486439433	5.24979213768396
ENSMUSG00000026614	0.0113660413660414	4.1686708353375e-05	24	0	0.582110766062676	6.68498333011328	6.70575051599653	6.49818228565304	6.411813076078	5.35595104512907	5.11561411348417	3.92099469597652	4.66362961774698	5.97731804181185	6.15569182986258	7.1717478254619	6.50094200387308
ENSMUSG00000033917	0.0113660413660414	4.1686708353375e-05	24	16	0.482262845427676	5.15653959876164	5.18716553067368	4.76977855359206	4.91927000592834	4.93728806477798	5.23389912282218	5.77110540171029	5.77067904817781	6.25628048565553	6.10310708441966	5.54786157223864	5.3046816045166
ENSMUSG00000020743	0.0113660413660414	4.1686708353375e-05	24	22	0.405827650788487	5.19467199153349	5.46691090426172	4.97554306250626	5.07006683154158	4.63595016229869	4.70786944125511	4.66070963609703	4.77096315245428	5.17338470506372	5.17763803719277	5.69559343443535	5.35046760007467
ENSMUSG00000025396	0.0113660413660414	4.1686708353375e-05	24	10	0.397499611139577	7.07305683619945	6.84948367221008	7.17831680103209	7.15479630365782	8.3885262788937	7.82565846793073	7.4116330133217	7.52742799028369	6.8551579070789	7.02147707785391	5.75215567613829	6.74045868103758
ENSMUSG00000030265	0.0113660413660414	4.1686708353375e-05	24	22	0.352775109176333	5.40298763496567	5.63903122317998	5.25997689288175	5.34573833930338	5.05955790718422	5.10842173369085	5.18414178697394	5.12579832452691	5.64535026439923	5.3873810627792	5.94212959254785	5.703051555262
ENSMUSG00000025188	0.0113660413660414	4.1686708353375e-05	24	6	0.352352038604138	3.14920157339937	3.00146983539158	3.46608659982813	3.364629657238	3.29423840546898	3.24038562372559	3.03485316207921	2.89346014157331	2.14136741848621	2.42815697665779	2.69595384788901	2.89965127094612
ENSMUSG00000044134	0.0113660413660414	4.1686708353375e-05	24	8	0.331810930107551	2.63163951925699	2.53278090089249	2.84355082905385	2.9895908865465	3.29566428119121	3.19782552403952	2.84979617025898	2.87767646019538	2.52033936904477	2.33896265541352	2.1587732437089	2.30239549911475
ENSMUSG00000106352	0.0113660413660414	4.1686708353375e-05	24	2	0.326601872674338	4.29024489556738	4.0892814219849	3.9254751085516	3.83639601668162	3.56034987958959	3.64589452646998	3.15970777087872	3.35105731409442	3.54365753686502	3.4635903107191	3.67676023556118	3.93260867352595
ENSMUSG00000031700	0.0113660413660414	4.1686708353375e-05	24	14	0.314994909969019	8.07091181088221	7.9142421679076	8.07712112453823	8.15133473364096	8.33948156783108	8.25402144134604	8.96882190803256	9.20479224863686	8.52985193808179	8.58490074589584	8.38016156771297	8.2298806434519
ENSMUSG00000033478	0.0113660413660414	4.1686708353375e-05	24	10	0.299279455122352	5.85426230043527	5.6948740655378	6.1164968880684	6.15211270811528	6.42656608328888	6.57382186159046	6.25747357148623	6.27750736480893	6.11460565822447	5.9860255866442	5.85343762392295	5.80259945817005
ENSMUSG00000023977	0.0113660413660414	4.1686708353375e-05	24	14	0.296543896510674	6.58843099116665	6.4710320900353	6.56208979438095	6.65782143000427	6.74937056144974	6.92707049612437	7.36560423971694	7.33604381767829	7.1197168913346	7.15141773331689	6.82052662438222	6.71594321293828
ENSMUSG00000024781	0.0113660413660414	4.1686708353375e-05	24	0	0.245152619928025	8.06910916968691	8.05461955084156	7.94058137659476	7.91121100787099	7.6362519833336	7.63299408489861	7.62265612321332	7.5679907925081	7.7820646413043	7.86581955270397	8.11314684498088	8.05407889353324
ENSMUSG00000020422	0.0113660413660414	4.1686708353375e-05	24	14	0.238968512108068	5.78270944144604	5.72211237043975	5.89538892168772	5.89849388799981	6.14191034096392	5.97753281974316	6.26466773409834	6.26464203523093	6.23334143249107	6.24066678669181	6.03949844079464	6.0674145956527
ENSMUSG00000068735	0.0113660413660414	4.1686708353375e-05	24	4	0.236691815642729	3.28249305890738	3.24572596083367	3.64180663868849	3.29625741692097	3.19368239499594	3.13408530823224	2.75325339772051	3.10993239181145	2.66831851014047	2.5050796298609	2.9738091593967	2.90031272090875
ENSMUSG00000021112	0.0113660413660414	4.1686708353375e-05	24	12	0.192199512797504	4.37253172445619	4.45471771978143	4.5108957852658	4.57639184630707	4.81187046057777	4.79973010069455	4.89334686792807	4.77284880236286	4.71882122499353	4.71581197148747	4.51016719547165	4.51022546464316
ENSMUSG00000016344	0.0113660413660414	4.1686708353375e-05	24	2	0.187518897123006	5.20012489261689	5.28292808585673	5.18789594852726	5.12798321301813	5.03368512667897	4.91876542562752	4.5554696241103	4.73032159918321	4.75080457757881	4.93493312510429	5.16670824361107	5.10594336836373
ENSMUSG00000019832	0.0113660413660414	4.1686708353375e-05	24	2	0.180503615138083	5.40623227538707	5.5592230328193	5.23333690128592	5.20266724273943	5.01542828055023	5.03172514656073	4.56140771416673	4.66619071825765	5.05616984429234	4.97967221103455	5.1741540764776	5.06538081433904
ENSMUSG00000014606	0.0113660413660414	4.1686708353375e-05	24	12	0.168678932986281	5.57933767511813	5.51522605399355	5.67494568378751	5.69155342502418	5.83636072733535	5.94488199263301	5.97628354962514	6.03837287932927	5.78587988097522	5.70828954017508	5.69831134409361	5.58871517443474
ENSMUSG00000003868	0.0113660413660414	4.1686708353375e-05	24	20	0.167041116410555	3.44163320883128	3.3698714136812	3.14298644152016	3.35154431675583	3.08613166907406	2.96891774614993	3.31491234377466	3.24341289124629	3.47964470354804	3.45727817605441	3.48746722081201	3.5874528660258
ENSMUSG00000032310	0.0113660413660414	4.1686708353375e-05	24	12	0.164268264493906	8.90212113043593	8.80418531176375	8.94549992181551	8.9919922392512	9.29479755709589	9.27021717245857	9.29690868833211	9.30861224500829	9.01781586189302	9.00116840884595	8.86306579149971	8.89778444908267
ENSMUSG00000035505	0.0113660413660414	4.1686708353375e-05	24	20	0.162217593430827	3.10394040790114	3.15026555534127	2.96456380226754	2.9844104218424	2.85972571027957	3.03922592679575	3.08533932193283	3.09515527169968	3.25699523307385	3.2138207425278	3.38814721829938	3.27389054334609
ENSMUSG00000040188	0.0113660413660414	4.1686708353375e-05	24	4	0.160751141022606	4.22263817168494	4.27575694627951	4.31949177359881	4.33651899502081	4.21337448379721	4.19623410672614	4.17167816935106	4.01625948984471	3.91671271154187	3.96176632147291	4.0431267652274	4.10658814087994
ENSMUSG00000035242	0.0113660413660414	4.1686708353375e-05	24	6	0.160557965231702	7.23522569366908	7.19316455998285	7.29337217137113	7.24440919422381	7.32035457025089	7.23720104801028	7.06630891939343	7.15314767938451	6.9343103042529	6.97922888795302	7.0137085305646	7.04385937205554
ENSMUSG00000021866	0.0113660413660414	4.1686708353375e-05	24	14	0.138828240899399	3.62774183904072	3.5792251084807	3.66835218074502	3.69460178216812	3.84607928264653	3.87668063882582	4.10516652798669	4.11865464016873	3.80976890737382	3.88911254214178	3.75632708721345	3.75969149247345
ENSMUSG00000019877	0.0113660413660414	4.1686708353375e-05	24	12	0.0997440025197662	7.55230506822222	7.54378864562473	7.58080847839592	7.61431841360822	7.71382796316378	7.72627945050291	7.91642140726122	7.80489816837567	7.659663007322	7.62283462136756	7.52769033870331	7.56251117448994
ENSMUSG00000091898	0.0168019741932785	0.000136283469616803	24	18	2.0889710252199	-0.972678028905797	0.152769254231776	-1.65575117406707	-1.88124751630135	-1.99298553464063	-1.54918905886602	0.492848855141379	0.672159489033914	1.98157312636461	1.99943819022066	1.55442764393612	0.581737337843366
ENSMUSG00000112774	0.0168019741932785	0.000136283469616803	24	4	1.71220831415771	3.53602220955259	2.74953804969259	3.14024871488878	3.37978019088646	2.75105732058931	2.0913193199329	0.159926957832549	0.359301783604168	-1.1437415852811	-0.431015352148166	1.69719813188218	2.00728136635253
ENSMUSG00000090264	0.0168019741932785	0.000136283469616803	24	18	1.2002795813081	-0.403630535193065	0.359495613932413	-0.569228453344739	-0.546444854462506	-0.0121667674648093	0.565812044556147	1.25515947075887	0.835352590093721	2.16135607110787	1.75011217094367	1.6852848950606	1.27113383379363
ENSMUSG00000037379	0.0168019741932785	0.000136283469616803	24	2	1.05746411351595	3.95308179596769	3.57709600587882	3.83303111422217	3.88189976631163	3.01835235384678	2.49415127263367	1.15313426843674	1.36269472211383	1.81397163324698	1.39087669173562	3.20109843562992	3.83294868316675
ENSMUSG00000023963	0.0168019741932785	0.000136283469616803	24	18	0.967004894998225	4.34970389398341	4.10411038604324	3.5689721532741	3.8771336752023	3.64713734094452	4.30660967139613	4.96246114173301	4.54211855955107	5.37573979509159	5.49327679860987	5.44657270606098	5.29384207528234
ENSMUSG00000108436	0.0168019741932785	0.000136283469616803	24	12	0.944614544270215	-1.11676257905174	-1.12512139842722	-0.0717189319434178	0.606894007923722	1.03003363262249	1.37928933501525	2.3811599689138	1.60090508637938	0.050488836624241	-0.22352974693304	-0.278212813940987	-0.305853067099329
ENSMUSG00000056148	0.0168019741932785	0.000136283469616803	24	12	0.876573154990586	2.16098043751823	2.21628456887866	2.30249014680487	2.68770717592471	3.45594621307852	3.85487429560674	3.82970116526027	3.88204363286229	3.42559779347844	2.9862636577756	2.25105416629586	2.14140957084628
ENSMUSG00000006403	0.0168019741932785	0.000136283469616803	24	0	0.806688634958949	-0.41643432201929	-0.149971575912869	-0.490069863858549	-0.593555347134611	-1.67686313559487	-1.42309017510574	-1.74812675180912	-1.95230005210728	-1.49664990755707	-1.4690115749509	-0.33846978727926	-0.459381192049877
ENSMUSG00000112794	0.0168019741932785	0.000136283469616803	24	0	0.796463022020295	2.15965996472865	1.53398765063877	1.15916876489154	0.697183804037272	0.019861479677327	0.236059568850825	-1.38028424790441	-1.34801544178438	0.265364711590286	0.264321660842223	0.421501752443844	1.11605146766662
ENSMUSG00000035372	0.0168019741932785	0.000136283469616803	24	12	0.794773634178127	3.02810208857741	3.11104919644497	3.6897249515568	3.95854569738056	4.74891430600146	4.98520584822371	5.07628820868283	5.38452836536283	4.39475122921987	3.97520711735021	4.25167723813432	3.6249346535302
ENSMUSG00000054191	0.0168019741932785	0.000136283469616803	24	10	0.776817215073329	0.753340463638353	0.0834027018779609	1.17604716729557	0.727564842526508	1.89199243202929	1.7975222056783	1.18198814291956	1.70618497466073	0.36922976187404	0.75713295795811	0.0787048784145665	0.0522322555788904
ENSMUSG00000027478	0.0168019741932785	0.000136283469616803	24	0	0.732485581429874	3.13495425931384	3.35506520058497	2.62111260407293	2.93058649170945	1.23529421024683	1.01657351727933	1.2614442428279	0.91418455237921	2.55806527383892	2.38925742116181	2.85968637098131	3.08011466209888
ENSMUSG00000108825	0.0168019741932785	0.000136283469616803	24	12	0.685167721847634	1.97973662666061	1.92269059176745	2.40705747835137	2.504156081485	3.25188513926209	3.27286984363251	4.49441633640339	3.3472276656789	2.92637910748737	2.67411167840963	2.05505411176158	2.88166981974777
ENSMUSG00000029003	0.0168019741932785	0.000136283469616803	24	2	0.684138615142789	4.28991053440487	4.43207134577839	4.50195102432495	4.20786630481322	3.77461466400976	3.51031260115358	2.89144363596605	3.03616670320319	3.13310862713902	3.17128823059741	3.97984910809542	4.25096771220927
ENSMUSG00000036120	0.0168019741932785	0.000136283469616803	24	0	0.64325862718052	3.81922487609456	4.0164942833026	3.34819839779809	3.6567844997561	2.39596467503931	2.06065119865452	2.19169201632596	2.08549667947133	3.14737176740383	3.24428669627807	3.68296529265379	3.55746683750622
ENSMUSG00000039917	0.0168019741932785	0.000136283469616803	24	14	0.594369133839019	3.16718455601588	3.39128730788464	3.2583195478248	3.55058691099827	3.65119968427061	4.05460899720086	4.71785011519537	4.6097375121049	4.46545218905756	4.26625735404113	3.83897206156992	3.42065604924984
ENSMUSG00000042978	0.0168019741932785	0.000136283469616803	24	14	0.586291797879312	3.43104856659532	3.58602543528389	4.2304286154384	4.01676682690094	4.24836487394086	4.62392184185949	5.42086177608468	5.37858859442219	4.63795228663764	4.97772880228501	4.4083760752472	3.81083231021809
ENSMUSG00000075225	0.0168019741932785	0.000136283469616803	24	4	0.550562901243304	3.40367578309838	3.07451453265469	3.62767695985583	3.57535723306929	3.19912067639769	2.97888051212261	2.29112440867248	2.62506226122062	2.25284426943179	2.09728024861816	2.8466395634484	3.14904901019643
ENSMUSG00000008999	0.0168019741932785	0.000136283469616803	24	14	0.525979480497486	0.840607538876793	0.770643599559662	0.80114455269361	0.575187401774391	1.37386647561468	1.3944715131033	1.69343122162472	2.10524859334464	1.68298523927666	1.68106620669779	1.2587026704372	1.08371728238994
ENSMUSG00000026979	0.0168019741932785	0.000136283469616803	24	4	0.490638376541616	2.39533585219399	2.37335089436751	2.98852619021749	2.76469226067304	2.62739610592976	2.33405202151534	1.93272321199754	1.75314168847571	1.56945663810829	1.71443085189695	2.28703479612665	2.36416889876159
ENSMUSG00000067787	0.0168019741932785	0.000136283469616803	24	0	0.444187456589598	4.94908874437493	5.03651662908527	4.58165942173708	4.61092718031892	4.23081756588102	4.0077085121678	3.83173770378785	4.11507314798438	4.61143311782598	4.52234684702412	4.81098982616908	4.87167378302609
ENSMUSG00000022847	0.0168019741932785	0.000136283469616803	24	0	0.400760070567297	4.26658237852147	4.39464951733664	4.12446047209372	4.14381266535627	3.63652149142861	3.71368849027259	3.24876362198183	3.33321036468939	3.89602821071936	3.9638714419349	4.48189786053679	4.28044881732646
ENSMUSG00000026131	0.0168019741932785	0.000136283469616803	24	16	0.384578067768782	6.85832040669768	6.84606429379978	6.69540065127657	6.93214137520183	7.0397934122376	7.12874388204691	7.6755049229766	7.56155719779342	7.69315197121155	7.69528798760309	7.21256629298456	7.1195163376804
ENSMUSG00000028826	0.0168019741932785	0.000136283469616803	24	16	0.361387139849765	5.55140812978186	5.5787423613567	5.39647408861965	5.48076669295758	5.48815444060588	5.8105835975849	6.1311868979092	6.04687219366121	6.17920687707049	6.15902441171468	5.91823283302714	5.66941613042132
ENSMUSG00000026502	0.0168019741932785	0.000136283469616803	24	22	0.348926881816481	5.16206218890515	5.26834029204725	4.9735459378876	5.13431728229181	3.86807950944749	4.21819981576675	4.68231917797584	4.44098180693043	5.27908314755211	5.04932697636689	5.44669405756657	5.39801823964801
ENSMUSG00000033486	0.0168019741932785	0.000136283469616803	24	22	0.3486532682504	1.76731425110194	1.91968902449996	1.48598859729392	1.52273075501494	1.05206221730718	1.31063262498711	1.42661884397454	1.47686637073139	1.74919724764405	1.95005741172543	2.00591726428334	1.94687208909184
ENSMUSG00000034412	0.0168019741932785	0.000136283469616803	24	10	0.347643599067795	3.15772818720821	2.98713988185085	3.37953035132951	2.99665723207561	3.96460552016955	4.05650994691189	3.5615162460329	3.58995834213974	2.99509287956356	3.20985643302237	2.66159711921433	2.88880244570586
ENSMUSG00000029238	0.0168019741932785	0.000136283469616803	24	0	0.334929596371067	6.89280162149184	6.74515253434401	6.58538750575419	6.77141066147879	5.93174873282418	5.72578261194554	5.16424655061779	5.52269665749357	6.51309605904182	6.29774868385068	6.59190938499522	6.61695949402335
ENSMUSG00000042500	0.0168019741932785	0.000136283469616803	24	6	0.326502544016965	2.71943886618325	2.7257064969582	3.01883764407159	3.01968927426643	2.8968372826875	3.01005240635206	2.94612781741594	2.63700404212264	2.14154682569813	2.26815008095033	2.32800000650139	2.58371485991674
ENSMUSG00000058756	0.0168019741932785	0.000136283469616803	24	6	0.322610695685957	3.82270038894373	3.90314354280783	4.08587486994834	4.05038486877869	4.01253746504702	3.83516990223285	3.52816303992564	3.5746544571149	3.25381979591501	3.26195469575399	3.48519371376667	3.64689678595428
ENSMUSG00000025764	0.0168019741932785	0.000136283469616803	24	10	0.30077506070485	5.09908186396588	5.04090832637754	5.46626849644993	5.39889785352285	6.14077382042811	6.15213630872008	5.66753615573517	5.71829155930117	5.08200241761797	5.09887069101842	4.95665650948848	5.04647478511561
ENSMUSG00000031586	0.0168019741932785	0.000136283469616803	24	4	0.294998436345025	4.94122676857038	4.78541276096009	5.01769454653677	4.97105217016194	4.75168991936443	4.82800936647566	4.38605324383329	4.42899450536024	4.3132212387982	4.52403597901239	4.72542630504615	4.67496988378596
ENSMUSG00000030747	0.0168019741932785	0.000136283469616803	24	14	0.280759748777484	8.30646540901891	8.2112230413439	8.31084066585126	8.51290546241431	8.88978881001329	8.90850865654144	8.98734874803766	9.20800296300665	8.93078225192754	8.95935893759882	8.92486989198799	8.48613105563507
ENSMUSG00000032536	0.0168019741932785	0.000136283469616803	24	12	0.277626002049448	6.03517527541764	5.88328104312828	6.04685820853477	6.28397884973372	6.40992363998461	6.56636333496934	6.70408916847072	6.6723050195935	6.43948066590052	6.29737955148329	6.16284474802485	6.14858280093155
ENSMUSG00000017428	0.0168019741932785	0.000136283469616803	24	2	0.247487145186722	6.78567152172715	6.78869099944415	6.71527730194048	6.84622798513202	6.48279483793719	6.58342636237431	6.42099651412055	6.26875571208139	6.42622702763265	6.357419771722	6.61379685661495	6.69240010952937
ENSMUSG00000050668	0.0168019741932785	0.000136283469616803	24	20	0.241793494284796	3.12662887166372	3.17102642594189	3.08824612836369	2.92541568041229	2.93246788192114	2.90582227294302	2.93738149426603	3.04302654788674	3.27932913317717	3.2312815358931	3.33298039656462	3.45428485905861
ENSMUSG00000021814	0.0168019741932785	0.000136283469616803	24	12	0.237118737773067	6.10983117858886	6.27190176805026	6.34774496563771	6.27907400661895	6.60723830290172	6.8319898796135	6.99146402303134	6.85227412072364	6.4938598506581	6.46159524396999	6.38333340157404	6.22351136448875
ENSMUSG00000040888	0.0168019741932785	0.000136283469616803	24	0	0.227596236543159	4.94989143902268	4.8487990167578	4.73551117846324	4.92661212415071	4.6047424396863	4.53151926989197	4.24280603408145	4.42837062132907	4.65484489861353	4.72666743793159	4.93252819404358	4.76469437669144
ENSMUSG00000029650	0.0168019741932785	0.000136283469616803	24	16	0.222603467255285	5.76005490994713	5.86450994461	5.82741850670457	5.54184602917564	5.79246514689784	5.90268786513566	6.29635542001531	6.30613889950538	6.55830072128605	6.42497152774155	5.96422433129775	6.07486375237083
ENSMUSG00000041187	0.0168019741932785	0.000136283469616803	24	0	0.213555440423759	3.52415820149603	3.4999434928894	3.414427216438	3.37331389858228	3.10052697845773	2.97395921875461	3.07791320675291	2.92641531127533	3.19793049272356	3.35385935835996	3.3667235595646	3.47422461951184
ENSMUSG00000023990	0.0168019741932785	0.000136283469616803	24	16	0.207007837070853	2.81737001093082	2.89118339390652	2.67328300551372	2.62712474905674	2.91433559380141	3.0057073962146	3.12906328933492	3.11012330163394	3.211521557485	3.28522507176005	2.93809579377438	2.91067742440895
ENSMUSG00000008393	0.0168019741932785	0.000136283469616803	24	8	0.19628042933505	6.35648144116934	6.26660360476484	6.45581895921633	6.37326850148149	6.60790015822277	6.51000857333183	6.33176364618478	6.43873517353766	6.0066318354778	6.07109059232948	5.97391604253617	6.05644500716968
ENSMUSG00000078862	0.0168019741932785	0.000136283469616803	24	16	0.195631703030586	1.92856691066297	1.93240815852407	1.53809626923885	1.76372343833892	2.13735707748076	2.01307307737548	2.22251537513685	2.20523191831897	2.41806666250756	2.61448525872197	2.09849549411076	1.95307538233804
ENSMUSG00000016528	0.0168019741932785	0.000136283469616803	24	2	0.187823550861601	6.17981260912552	6.06508002742979	6.01760415803713	6.06631344427146	5.7428460827669	5.90310850680276	5.55815858395766	5.59483579863766	5.80571151597281	5.80884902774969	5.9907065353434	5.91395306570261
ENSMUSG00000026027	0.0168019741932785	0.000136283469616803	24	10	0.187457145471286	5.22150940645828	5.11811944216676	5.26602058373019	5.45285783557259	5.49005658723006	5.60407974532323	5.34789785881962	5.44302122032836	5.22487143460614	5.15411756070553	5.10766813868033	4.9725032300523
ENSMUSG00000020265	0.0168019741932785	0.000136283469616803	24	0	0.178964534115031	5.79632370038776	5.86122568807172	5.67739403225879	5.77594584273586	5.5281994820604	5.44405264737348	5.274197277461	5.23801189244109	5.54916286545152	5.59573365393636	5.74153505964588	5.66865317711612
